Language,bert-base-multilingual-cased,xlm-roberta-large,xlm-roberta-base,mt5-small,mt5-large,stablelm-3b-4e1t,stablelm-zephyr-3b,RedPajama-INCITE-Base-3B-v1
Ukrainian,3,6,5,1,1,1,3,2
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,1,2,2,2,1,2,1
Ukrainian,3,4,4,3,3,1,3,1
Ukrainian,2,1,1,2,2,2,1,2
Ukrainian,1,3,2,4,5,2,2,2
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,3,4,2,2,2,5,6,5
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,3,5,3,5,4,2,2,2
Ukrainian,2,1,2,1,1,2,2,2
Ukrainian,1,2,1,2,1,1,2,1
Ukrainian,1,2,1,2,2,2,2,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,2,1,1,1,2,2,1
Ukrainian,1,2,2,2,1,1,1,1
Ukrainian,2,1,3,2,2,1,2,2
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,3,1,3,2,1,1,1,1
Ukrainian,2,2,2,1,1,1,1,2
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,3,3,3,1,1,3,2,3
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,1,2,2,1,1,1
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,1,2,1,1,1,3,3,3
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,2,1,1,2,2,2,2,2
Ukrainian,2,2,2,1,1,1,1,1
Ukrainian,1,1,1,3,3,1,1,1
Ukrainian,2,3,4,4,3,1,1,1
Ukrainian,3,3,3,4,3,1,2,2
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,1,1,2,2,2,2,2,2
Ukrainian,3,2,1,2,1,3,3,3
Ukrainian,4,1,2,3,4,2,1,2
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,2,2,2,1,1,2,2,2
Ukrainian,2,3,3,1,1,1,1,1
Ukrainian,2,1,1,1,1,1,2,1
Ukrainian,2,1,1,1,2,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,5,3,6,4,4,5,5,5
Ukrainian,2,1,2,1,1,1,2,1
Ukrainian,2,2,2,1,1,2,1,2
Ukrainian,2,2,1,1,1,2,1,2
Ukrainian,2,2,2,3,3,2,3,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,3,2,1,3,2,1,3
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,2,2,2,2,2,1,1,1
Ukrainian,1,1,2,2,2,1,2,1
Ukrainian,1,1,1,1,2,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,3,3,4,7,7,1,5,1
Ukrainian,1,1,1,2,1,1,2,1
Ukrainian,2,3,3,1,1,2,3,2
Ukrainian,1,1,2,1,1,2,2,1
Ukrainian,2,1,1,1,1,2,1,1
Ukrainian,2,2,1,2,2,1,1,1
Ukrainian,2,1,2,1,1,2,1,1
Ukrainian,2,1,2,1,1,1,2,1
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,2,2,1,2,2,2,2,1
Ukrainian,1,2,2,1,2,1,1,2
Ukrainian,2,1,1,1,1,2,2,2
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,1,1,2,2,1,1,1,1
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,2,1,1,1,1,2,1,2
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,2,1,1,2,2,1,1,1
Ukrainian,1,1,1,3,5,1,1,1
Ukrainian,1,1,1,2,2,2,1,2
Ukrainian,2,2,1,1,1,2,2,2
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,1,2,2,1,2,2,1,2
Ukrainian,1,1,1,3,1,1,6,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,2,1,1,1
Ukrainian,1,2,2,2,2,2,2,1
Ukrainian,1,1,1,2,1,2,2,2
Ukrainian,1,2,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,6,1,1,4,3,5,4,4
Ukrainian,2,3,2,1,1,2,1,1
Ukrainian,1,2,1,2,2,1,2,1
Ukrainian,2,1,1,2,1,1,1,1
Ukrainian,1,1,1,1,2,1,1,1
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,1,1,2,2,2,1,2,1
Ukrainian,2,1,2,2,2,1,2,1
Ukrainian,1,4,5,1,1,3,2,3
Ukrainian,2,2,2,3,2,1,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,2,2,2,2,2,2
Ukrainian,2,1,1,1,1,2,2,2
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,2,1,1,2,2,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,1,2,2,2,2,2
Ukrainian,2,2,2,1,1,2,2,2
Ukrainian,2,1,1,2,2,2,2,2
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,3,2,4,2,4,1,1,1
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,2,1,2,1,1,1,2,1
Ukrainian,3,4,4,4,3,4,2,2
Ukrainian,2,2,1,1,1,2,2,2
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,2,2,1,2,1,2,1
Ukrainian,1,2,2,1,1,1,2,1
Ukrainian,1,2,3,4,3,3,4,2
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,1,1,1,1,2,2,2,2
Ukrainian,1,2,1,2,1,1,2,1
Ukrainian,2,2,2,2,1,1,2,2
Ukrainian,2,1,2,1,1,1,1,1
Ukrainian,1,2,1,2,2,1,1,1
Ukrainian,2,2,2,2,1,1,1,2
Ukrainian,3,7,7,3,3,1,2,1
Ukrainian,2,2,2,4,1,2,1,1
Ukrainian,2,2,2,2,1,2,2,2
Ukrainian,1,2,2,2,2,1,2,2
Ukrainian,1,2,2,2,2,1,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,2,2,2,1,1,1,1
Ukrainian,1,2,1,4,4,3,2,3
Ukrainian,1,1,1,1,1,2,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,1,2,2,2
Ukrainian,1,2,2,1,1,2,1,2
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,2,3,3,1,1,2,3,2
Ukrainian,7,7,7,6,5,1,1,3
Ukrainian,2,1,1,2,2,1,1,1
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,3,1,2,2,3,2,3,2
Ukrainian,1,1,1,3,2,1,1,1
Ukrainian,1,1,1,4,4,1,1,1
Ukrainian,2,2,2,1,2,2,2,2
Ukrainian,1,2,1,2,2,2,2,1
Ukrainian,2,1,1,2,1,1,1,1
Ukrainian,1,2,1,2,2,2,2,2
Ukrainian,5,2,2,1,1,1,2,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,2,1,1,1
Ukrainian,1,2,2,2,2,1,2,1
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,2,2,1,2,2,3,5,1
Ukrainian,2,2,3,1,1,2,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,2,1,1,1,2
Ukrainian,2,1,2,1,1,2,2,2
Ukrainian,3,3,3,3,3,1,1,2
Ukrainian,1,4,5,2,1,2,2,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,5,2,4,4,2,1,2,2
Ukrainian,2,2,5,2,5,4,4,4
Ukrainian,1,1,2,2,2,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,2
Ukrainian,2,1,3,1,2,1,2,1
Ukrainian,1,2,1,1,1,1,1,1
Ukrainian,1,3,3,1,1,2,4,4
Ukrainian,2,2,2,2,2,2,2,1
Ukrainian,1,2,2,2,1,2,2,2
Ukrainian,3,3,3,2,2,2,3,1
Ukrainian,2,1,1,1,1,2,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,2,1,1,1,1,2,1
Ukrainian,1,1,2,1,1,1,1,1
Ukrainian,1,2,1,1,1,1,1,1
Ukrainian,1,2,2,1,1,2,2,2
Ukrainian,2,1,1,2,1,1,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,2,2,2,1,1
Ukrainian,4,2,4,3,5,1,2,3
Ukrainian,1,1,2,2,2,2,2,2
Ukrainian,1,2,2,1,2,1,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,2,2,2,1,1,1
Ukrainian,1,2,1,1,1,1,1,2
Ukrainian,1,1,1,1,2,1,2,1
Ukrainian,9,3,3,6,7,5,4,4
Ukrainian,1,2,2,1,1,1,2,2
Ukrainian,4,6,5,5,5,4,2,4
Ukrainian,5,4,3,2,3,2,4,3
Ukrainian,2,2,2,2,2,1,2,1
Ukrainian,1,1,2,2,1,2,1,1
Ukrainian,2,2,2,2,1,1,1,1
Ukrainian,3,3,3,3,3,1,1,1
Ukrainian,3,2,3,2,3,2,3,2
Ukrainian,1,2,2,2,2,1,2,2
Ukrainian,4,4,3,1,2,4,4,3
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,2,1,1,1,2,1,4,2
Ukrainian,1,2,2,1,2,1,1,1
Ukrainian,3,3,5,2,3,1,2,2
Ukrainian,2,1,2,2,1,1,2,2
Ukrainian,3,1,1,1,2,1,4,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,2,2,2,2
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,1,1,1,1,2,1,2,2
Ukrainian,1,2,2,2,1,2,2,2
Ukrainian,1,1,2,2,2,1,1,1
Ukrainian,1,2,2,2,2,1,2,2
Ukrainian,1,3,2,3,1,1,3,1
Ukrainian,1,2,2,2,2,2,2,1
Ukrainian,1,1,1,2,1,1,2,1
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,1,2,2,2,2,1,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,1,2,1,1,1,1,2,1
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,2,2,1,1,1,2,1,2
Ukrainian,1,2,2,1,2,1,1,1
Ukrainian,2,2,2,2,2,1,3,2
Ukrainian,1,1,2,2,2,2,1,2
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,1,2,2,2,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,3,4,3,3,4,2,3,5
Ukrainian,5,6,1,1,1,1,4,1
Ukrainian,4,2,1,4,6,6,8,5
Ukrainian,1,1,1,1,2,1,1,1
Ukrainian,2,1,1,1,1,1,2,1
Ukrainian,7,9,7,1,1,8,9,6
Ukrainian,2,2,2,2,1,2,2,2
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,1,1,1,1,1,1,1,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,1,2,1,2,2,1,1,2
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,2,1,2,1,1,2,2,2
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,2,2,2,4,1,1,1,1
Ukrainian,3,3,3,2,2,2,2,3
Ukrainian,2,2,2,2,3,2,3,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,2,2,2,1,2,2,1,2
Ukrainian,1,1,2,2,2,2,2,1
Ukrainian,2,1,1,2,1,2,2,2
Ukrainian,2,2,2,1,2,2,2,2
Ukrainian,6,4,5,2,3,1,1,1
Ukrainian,2,1,1,2,1,2,2,2
Ukrainian,1,1,1,5,3,1,1,1
Ukrainian,1,1,2,2,2,1,1,2
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,1,2,1,2,2,2,2,2
Ukrainian,2,2,2,1,1,2,2,2
Ukrainian,2,2,2,1,1,2,2,2
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,1,1,2,2,2,2,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,1,2,2,2,2,2
Ukrainian,1,2,2,1,1,2,1,2
Ukrainian,1,2,1,1,2,1,1,1
Ukrainian,3,2,2,2,2,2,3,3
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,3,6,6,5,3,5,4,4
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,2,2,2,1,1,2,2,2
Ukrainian,3,2,5,2,6,2,2,4
Ukrainian,1,1,1,1,2,1,1,2
Ukrainian,1,1,1,1,2,2,1,2
Ukrainian,2,1,1,1,1,1,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,1,1,2,2,2
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,2,2,2,1,2,2,2
Ukrainian,4,2,3,3,6,9,7,7
Ukrainian,1,2,2,1,1,2,2,1
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,2,1,1,1,1,2,1,1
Ukrainian,1,2,3,2,2,2,3,2
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,1,3,2,2,2,2,1
Ukrainian,2,2,1,2,2,2,2,2
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,2,2,2,1,2,2,1,1
Ukrainian,3,7,7,5,6,7,7,5
Ukrainian,2,1,1,2,1,2,2,2
Ukrainian,6,6,6,5,5,4,5,4
Ukrainian,1,5,5,3,6,3,3,3
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,2,1,1,2,2,2,2,2
Ukrainian,1,1,1,1,2,1,2,1
Ukrainian,1,1,1,2,2,1,2,2
Ukrainian,3,2,2,1,1,2,1,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,2,2,2,2,2,2,1
Ukrainian,3,1,2,2,2,3,2,3
Ukrainian,7,9,10,8,6,7,9,8
Ukrainian,1,1,2,2,1,1,1,1
Ukrainian,1,1,2,1,1,1,2,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,2,2,1,1,1,2,1
Ukrainian,1,2,1,2,1,1,1,2
Ukrainian,2,1,1,1,1,2,2,1
Ukrainian,1,2,2,2,2,2,2,1
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,1,2,1,1,2,1,1,1
Ukrainian,2,2,2,2,3,2,3,3
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,1,1,1,2,2,2,1,1
Ukrainian,2,1,2,1,1,1,1,1
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,1,1,1,1,2,3,1
Ukrainian,4,4,4,1,1,4,4,4
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,1,2,1
Ukrainian,1,5,3,5,2,1,1,1
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,1,1,3,4,1,1,1
Ukrainian,1,1,1,1,3,1,1,1
Ukrainian,1,1,1,2,1,2,2,2
Ukrainian,1,2,2,1,2,1,2,1
Ukrainian,4,1,1,2,2,2,2,1
Ukrainian,2,2,2,2,2,1,2,2
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,4,2,2,6,4,5,3,4
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,1,2,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,1,1,2,2,2
Ukrainian,5,4,5,5,4,1,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,1,1,1,2,2
Ukrainian,2,1,1,2,1,1,4,1
Ukrainian,3,1,1,3,1,1,3,1
Ukrainian,1,3,3,3,3,3,3,2
Ukrainian,2,2,2,2,2,2,2,1
Ukrainian,1,1,2,2,3,1,2,1
Ukrainian,2,2,2,2,1,1,2,1
Ukrainian,2,1,1,1,1,1,2,1
Ukrainian,5,5,7,4,7,7,7,5
Ukrainian,2,2,3,4,3,1,2,1
Ukrainian,2,1,2,2,2,1,1,2
Ukrainian,1,3,3,1,1,2,3,3
Ukrainian,1,1,1,1,1,2,1,1
Ukrainian,1,2,2,1,3,1,1,2
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,5,4,4,5,4,3,1,5
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,2,2,1,1,1,1
Ukrainian,3,3,3,1,1,1,1,1
Ukrainian,6,6,6,4,1,6,6,5
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,2,1,2,1,1,1,1,1
Ukrainian,2,1,2,1,2,1,1,1
Ukrainian,3,5,5,1,3,3,3,2
Ukrainian,1,2,1,2,2,1,1,1
Ukrainian,1,1,1,2,1,2,2,1
Ukrainian,2,2,1,2,2,2,2,2
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,2,1,1,3,2,1,1,2
Ukrainian,2,1,1,2,2,2,1,1
Ukrainian,1,3,3,2,2,1,2,1
Ukrainian,1,1,2,2,2,2,2,2
Ukrainian,1,2,1,2,2,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,2,1,1,1,1,2
Ukrainian,1,2,3,4,2,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,1,2,1
Ukrainian,1,1,1,1,1,2,1,2
Ukrainian,2,1,1,1,1,1,1,2
Ukrainian,1,1,1,1,1,1,1,2
Ukrainian,1,1,2,2,1,2,2,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,2,1,1,1,1,2,2,2
Ukrainian,1,2,2,2,2,1,1,2
Ukrainian,1,1,1,2,1,1,5,1
Ukrainian,2,1,1,2,2,1,2,1
Ukrainian,2,2,2,1,1,1,2,2
Ukrainian,2,2,2,2,2,1,2,1
Ukrainian,1,1,1,2,2,3,1,3
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,4,2,3,3,2,3,2,4
Ukrainian,3,3,6,3,5,7,4,4
Ukrainian,6,1,6,1,2,4,4,1
Ukrainian,1,3,2,3,2,1,1,1
Ukrainian,2,2,1,2,2,2,1,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,2,2,2,2,1,2,2,2
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,1,3,3,2,1,1,1,1
Ukrainian,1,1,1,3,2,3,3,3
Ukrainian,2,2,2,1,1,2,1,2
Ukrainian,2,1,1,2,1,2,1,2
Ukrainian,1,2,1,2,2,1,2,2
Ukrainian,2,2,2,2,1,1,2,1
Ukrainian,2,1,1,2,1,1,1,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,1,3,3,3,1,2,3
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,4,5,1,2,6,4,6,6
Ukrainian,1,1,1,3,1,1,1,1
Ukrainian,4,4,4,3,2,2,3,3
Ukrainian,1,2,2,2,2,1,1,2
Ukrainian,1,2,3,1,1,1,1,1
Ukrainian,4,3,2,3,3,5,4,4
Ukrainian,1,1,1,3,4,1,2,1
Ukrainian,1,1,1,2,2,1,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,2,2,1,2,2,2,2
Ukrainian,1,1,2,1,1,1,1,1
Ukrainian,2,2,2,1,2,2,2,2
Ukrainian,2,1,2,3,1,1,3,1
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,2,1,2,2,2,1,2,1
Ukrainian,2,1,1,1,2,2,2,2
Ukrainian,2,2,2,1,1,2,2,2
Ukrainian,2,2,1,2,2,2,2,1
Ukrainian,2,1,1,4,3,1,2,1
Ukrainian,2,1,2,2,2,1,2,2
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,2,1,1,2,1,1,2,2
Ukrainian,1,2,1,2,2,1,1,1
Ukrainian,1,1,1,1,2,1,2,1
Ukrainian,1,2,1,1,1,2,2,2
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,3,5,6,5,3,1,1,1
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,1,2,4,1,1,2,1
Ukrainian,5,4,3,3,2,2,2,2
Ukrainian,3,3,2,5,3,5,5,5
Ukrainian,1,1,2,2,2,1,1,1
Ukrainian,2,1,2,1,1,2,1,2
Ukrainian,2,1,2,1,2,1,2,1
Ukrainian,2,1,2,1,1,1,1,1
Ukrainian,3,2,3,1,2,2,3,5
Ukrainian,2,2,2,2,2,1,1,1
Ukrainian,3,1,2,3,1,1,1,2
Ukrainian,4,2,3,7,1,1,1,5
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,2,1,1,1,1,1,2,1
Ukrainian,1,2,2,2,2,1,2,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,2,2,2,1,2,1,2,2
Ukrainian,2,1,1,1,2,2,2,2
Ukrainian,8,7,6,4,5,7,5,6
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,6,1,5,6,3,2,2,2
Ukrainian,3,3,3,3,3,2,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,2,1,1,1,2,2,2
Ukrainian,2,3,2,2,1,2,2,1
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,2,1,2
Ukrainian,1,2,1,2,1,1,1,1
Ukrainian,2,1,1,1,1,2,2,2
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,1,2,2,1,1,1
Ukrainian,1,2,2,1,1,1,2,1
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,2,1,1,2,2,1,1,1
Ukrainian,1,1,1,3,3,1,1,1
Ukrainian,2,2,2,1,1,1,2,1
Ukrainian,2,2,3,2,2,3,3,3
Ukrainian,2,1,1,1,1,2,1,1
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,1,1,1,1
Ukrainian,1,1,1,2,1,2,2,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,1,1,1,2,2,2,2
Ukrainian,1,2,1,2,2,2,2,2
Ukrainian,2,2,1,1,1,2,2,1
Ukrainian,2,2,2,2,1,2,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,3,1,1,1,1
Ukrainian,2,2,2,1,1,2,2,1
Ukrainian,1,1,1,2,2,2,1,1
Ukrainian,2,2,1,3,3,3,1,3
Ukrainian,3,3,2,3,4,1,1,1
Ukrainian,7,3,6,8,5,4,6,4
Ukrainian,1,1,1,1,1,1,2,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,2,2,2,2,1,2,2
Ukrainian,2,2,2,2,2,2,1,2
Ukrainian,2,2,2,1,1,2,2,2
Ukrainian,6,4,3,2,2,2,3,2
Ukrainian,1,2,2,1,2,1,2,1
Ukrainian,4,2,3,4,3,3,4,3
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,1,2,1,2,2,1,2,2
Ukrainian,2,1,1,2,1,2,2,1
Ukrainian,1,1,1,2,2,2,2,1
Ukrainian,2,2,2,1,2,2,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,2,2,2,2,1,2,2
Ukrainian,2,1,1,2,1,1,1,1
Ukrainian,2,2,1,2,2,2,2,2
Ukrainian,1,1,2,2,2,1,1,1
Ukrainian,1,1,2,5,4,1,1,1
Ukrainian,1,1,1,1,2,1,1,1
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,9,9,9,8,9,7,6,7
Ukrainian,5,8,8,7,8,3,6,6
Ukrainian,1,1,1,2,2,1,2,1
Ukrainian,1,3,3,2,2,3,2,2
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,1,2,2,2,2,1,2,1
Ukrainian,2,1,1,1,1,2,2,1
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,4,1,1,2,2,2,2,2
Ukrainian,1,1,2,3,4,3,2,3
Ukrainian,2,1,2,1,2,1,2,2
Ukrainian,2,1,2,1,1,2,2,2
Ukrainian,2,2,2,1,1,2,1,2
Ukrainian,3,1,1,1,1,1,1,1
Ukrainian,2,2,1,2,2,2,2,2
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,1,3,1,4,2,1,3,3
Ukrainian,1,2,2,2,2,1,1,2
Ukrainian,1,2,2,1,2,1,1,1
Ukrainian,1,1,2,2,2,1,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,2,6,6,5,6,1,2,2
Ukrainian,4,8,9,6,5,1,4,5
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,1,2,1
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,1,2,2,1,2,2,1,2
Ukrainian,1,2,2,2,1,2,2,2
Ukrainian,2,2,1,1,1,2,1,1
Ukrainian,1,2,2,3,3,3,3,3
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,5,4,3,6,6,4,3,4
Ukrainian,2,1,1,2,2,1,2,1
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,2,1,1,1,1,2,2,2
Ukrainian,2,2,2,2,2,1,1,1
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,1,1,1,2,2,1,2,1
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,3,2,2,4,1,1,1,1
Ukrainian,2,1,2,2,2,2,1,2
Ukrainian,2,1,1,2,1,2,1,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,2,2,2,2,1,1,1
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,5,3,5,1,1,4,3,5
Ukrainian,1,2,2,1,1,2,1,1
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,5,3,4,6,4,3,6,5
Ukrainian,2,2,1,2,2,1,1,1
Ukrainian,2,2,2,1,1,1,1,1
Ukrainian,1,1,1,1,3,1,1,1
Ukrainian,1,1,1,2,2,1,2,1
Ukrainian,1,2,1,2,2,1,2,1
Ukrainian,5,1,1,5,5,2,2,2
Ukrainian,2,2,2,1,2,1,2,2
Ukrainian,1,1,1,2,2,1,2,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,1,2,1,2,2,1,1,2
